Flight_no,Flight_Date,day_of_week,is_weekend,month_name,quarter_label,year,Carrier_Name,Carrier_Code,Origin_Airport_Code,Origin_Airport_Name,Destination_Airport_Code,Destination_Airport_Name,Route,Flight_Status,Tail_no,First_Class_Seats,Business_Class_Seats,Economy_Class_Seats,Total_Seats,Flown_Coupon_Count,Passenger_Count,Route_Traffic,Daily_Flight_Volume,Flight_Load_Factor_Pct
745,2025-03-21,Friday,False,March,Q1,2025,Star Air,XX,MEL,Melbourne Airport (MEL),DXB,Dubai International Airport,MEL-DXB,Active,D-A7829,11.0,22.0,298.0,331.0,255,255,255,25,77.04
816,2025-03-21,Friday,False,March,Q1,2025,Star Air,XX,LHE,Allama Iqbal International Airport,DXB,Dubai International Airport,LHE-DXB,,,,,,,243,243,243,25,
436,2025-01-29,Wednesday,False,January,Q1,2025,Star Air,XX,MEL,Melbourne Airport (MEL),DXB,Dubai International Airport,MEL-DXB,Active,9V3122,10.0,24.0,300.0,334.0,264,264,264,17,79.04
815,2025-03-22,Saturday,True,March,Q1,2025,Star Air,XX,MRU,Sir Seewoosagur Ramgoolam International Airport,DXB,Dubai International Airport,MRU-DXB,,,,,,,249,249,512,24,
253,2025-03-22,Saturday,True,March,Q1,2025,Star Air,XX,MRU,Sir Seewoosagur Ramgoolam International Airport,DXB,Dubai International Airport,MRU-DXB,Active,9V9961,7.0,39.0,294.0,340.0,263,263,512,24,77.35
551,2025-03-22,Saturday,True,March,Q1,2025,Star Air,XX,MAA,Chennai International Airport,DXB,Dubai International Airport,MAA-DXB,Active,C-F2165,9.0,24.0,294.0,327.0,247,247,247,24,75.54
575,2025-01-29,Wednesday,False,January,Q1,2025,Star Air,XX,SIN,Singapore Changi Airport (SIN),DXB,Dubai International Airport,SIN-DXB,,,,,,,258,258,517,17,
793,2025-03-22,Saturday,True,March,Q1,2025,Star Air,XX,PEW,Bacha Khan International Airport,DXB,Dubai International Airport,PEW-DXB,Active,C-F1437,8.0,38.0,297.0,343.0,250,250,250,24,72.89
597,2025-01-29,Wednesday,False,January,Q1,2025,Star Air,XX,SIN,Singapore Changi Airport (SIN),DXB,Dubai International Airport,SIN-DXB,Active,9V6271,10.0,40.0,295.0,345.0,259,259,517,17,75.07
833,2025-03-22,Saturday,True,March,Q1,2025,Star Air,XX,ORD,O'Hare International Airport (ORD),DXB,Dubai International Airport,ORD-DXB,Active,VT7554,11.0,36.0,292.0,339.0,265,265,265,24,78.17
867,2025-03-22,Saturday,True,March,Q1,2025,Star Air,XX,MIL,Milan–Malpensa Airport,DXB,Dubai International Airport,MIL-DXB,Active,VT6758,13.0,40.0,285.0,338.0,246,246,246,24,72.78
148,2025-03-21,Friday,False,March,Q1,2025,Star Air,XX,SIN,Singapore Changi Airport (SIN),DXB,Dubai International Airport,SIN-DXB,Active,C-F9130,9.0,28.0,294.0,331.0,266,266,266,25,80.36
531,2025-03-21,Friday,False,March,Q1,2025,Star Air,XX,SYD,Sydney Kingsford Smith Airport (SYD),DXB,Dubai International Airport,SYD-DXB,Active,D-A4289,7.0,26.0,295.0,328.0,257,257,257,25,78.35
161,2025-03-22,Saturday,True,March,Q1,2025,Star Air,XX,SYD,Sydney Kingsford Smith Airport (SYD),DXB,Dubai International Airport,SYD-DXB,Active,C-F7998,10.0,38.0,295.0,343.0,256,256,518,24,74.64
637,2025-03-22,Saturday,True,March,Q1,2025,Star Air,XX,SYD,Sydney Kingsford Smith Airport (SYD),DXB,Dubai International Airport,SYD-DXB,Active,9V8592,8.0,34.0,289.0,331.0,262,262,518,24,79.15
367,2025-01-29,Wednesday,False,January,Q1,2025,Star Air,XX,ZRH,Zurich Airport (ZRH),DXB,Dubai International Airport,ZRH-DXB,Active,A67106,12.0,30.0,292.0,334.0,230,230,230,17,68.86
653,2025-05-05,Monday,False,May,Q2,2025,Star Air,XX,SVO,Sheremetyevo International Airport,DXB,Dubai International Airport,SVO-DXB,,,,,,,263,263,263,17,
246,2025-04-07,Monday,False,April,Q2,2025,Star Air,XX,MEL,Melbourne Airport (MEL),DXB,Dubai International Airport,MEL-DXB,Active,C-F3169,14.0,27.0,296.0,337.0,254,254,488,16,75.37
576,2025-01-29,Wednesday,False,January,Q1,2025,Star Air,XX,YUL,Montréal–Trudeau International Airport,DXB,Dubai International Airport,YUL-DXB,,,,,,,247,247,247,17,
912,2025-04-07,Monday,False,April,Q2,2025,Star Air,XX,COK,Cochin International Airport,DXB,Dubai International Airport,COK-DXB,,,,,,,252,252,252,16,
246,2025-05-05,Monday,False,May,Q2,2025,Star Air,XX,MEL,Melbourne Airport (MEL),DXB,Dubai International Airport,MEL-DXB,Active,C-F3169,14.0,27.0,296.0,337.0,244,244,475,17,72.4
706,2025-01-28,Tuesday,False,January,Q1,2025,Star Air,XX,SYD,Sydney Kingsford Smith Airport (SYD),DXB,Dubai International Airport,SYD-DXB,,,,,,,239,239,239,19,
731,2025-01-29,Wednesday,False,January,Q1,2025,Star Air,XX,YYZ,Toronto Pearson International Airport,DXB,Dubai International Airport,YYZ-DXB,,,,,,,244,244,244,17,
307,2025-05-05,Monday,False,May,Q2,2025,Star Air,XX,BNE,Brisbane Airport (BNE),DXB,Dubai International Airport,BNE-DXB,Active,9V3296,13.0,22.0,299.0,334.0,246,246,246,17,73.65
404,2025-03-21,Friday,False,March,Q1,2025,Star Air,XX,YUL,Montréal–Trudeau International Airport,DXB,Dubai International Airport,YUL-DXB,,,,,,,253,253,253,25,
970,2025-05-05,Monday,False,May,Q2,2025,Star Air,XX,DXB,Dubai International Airport,BKK,Suvarnabhumi Airport,DXB-BKK,,,,,,,203,203,203,17,
970,2025-04-07,Monday,False,April,Q2,2025,Star Air,XX,DXB,Dubai International Airport,BKK,Suvarnabhumi Airport,DXB-BKK,,,,,,,244,244,244,16,
950,2025-05-05,Monday,False,May,Q2,2025,Star Air,XX,DXB,Dubai International Airport,CDG,Charles de Gaulle Airport (CDG),DXB-CDG,,,,,,,237,237,237,17,
883,2025-04-07,Monday,False,April,Q2,2025,Star Air,XX,DXB,Dubai International Airport,BNE,Brisbane Airport (BNE),DXB-BNE,,,,,,,242,242,486,16,
233,2025-04-07,Monday,False,April,Q2,2025,Star Air,XX,DXB,Dubai International Airport,BNE,Brisbane Airport (BNE),DXB-BNE,,,,,,,244,244,486,16,
192,2025-05-05,Monday,False,May,Q2,2025,Star Air,XX,DXB,Dubai International Airport,CHC,Christchurch Airport,DXB-CHC,,,,,,,256,256,256,17,
816,2025-05-05,Monday,False,May,Q2,2025,Star Air,XX,DXB,Dubai International Airport,LHE,Allama Iqbal International Airport,DXB-LHE,,,,,,,224,224,224,17,
772,2025-04-07,Monday,False,April,Q2,2025,Star Air,XX,DXB,Dubai International Airport,MEL,Melbourne Airport (MEL),DXB-MEL,,,,,,,245,245,488,16,
850,2025-04-07,Monday,False,April,Q2,2025,Star Air,XX,DXB,Dubai International Airport,MEL,Melbourne Airport (MEL),DXB-MEL,,,,,,,243,243,488,16,
816,2025-04-07,Monday,False,April,Q2,2025,Star Air,XX,DXB,Dubai International Airport,LHE,Allama Iqbal International Airport,DXB-LHE,,,,,,,236,236,236,16,
672,2025-05-05,Monday,False,May,Q2,2025,Star Air,XX,DXB,Dubai International Airport,SYD,Sydney Kingsford Smith Airport (SYD),DXB-SYD,,,,,,,253,253,489,17,
343,2025-05-05,Monday,False,May,Q2,2025,Star Air,XX,DXB,Dubai International Airport,SYD,Sydney Kingsford Smith Airport (SYD),DXB-SYD,,,,,,,236,236,489,17,
343,2025-04-07,Monday,False,April,Q2,2025,Star Air,XX,DXB,Dubai International Airport,SYD,Sydney Kingsford Smith Airport (SYD),DXB-SYD,,,,,,,242,242,242,16,
404,2025-05-05,Monday,False,May,Q2,2025,Star Air,XX,DXB,Dubai International Airport,YUL,Montréal–Trudeau International Airport,DXB-YUL,Active,9V7174,11.0,23.0,295.0,329.0,240,240,483,17,72.95
578,2025-05-05,Monday,False,May,Q2,2025,Star Air,XX,DXB,Dubai International Airport,YUL,Montréal–Trudeau International Airport,DXB-YUL,Active,9V3090,14.0,20.0,288.0,322.0,243,243,483,17,75.47
822,2025-05-05,Monday,False,May,Q2,2025,Star Air,XX,LHE,Allama Iqbal International Airport,DXB,Dubai International Airport,LHE-DXB,,,,,,,214,214,214,17,
195,2025-04-07,Monday,False,April,Q2,2025,Star Air,XX,KHI,Jinnah International Airport,DXB,Dubai International Airport,KHI-DXB,,,,,,,246,246,246,16,
231,2025-05-05,Monday,False,May,Q2,2025,Star Air,XX,MEL,Melbourne Airport (MEL),DXB,Dubai International Airport,MEL-DXB,Active,D-A7710,7.0,37.0,275.0,319.0,231,231,475,17,72.41
231,2025-04-07,Monday,False,April,Q2,2025,Star Air,XX,MEL,Melbourne Airport (MEL),DXB,Dubai International Airport,MEL-DXB,Active,D-A7710,7.0,37.0,275.0,319.0,234,234,488,16,73.35
504,2025-05-05,Monday,False,May,Q2,2025,Star Air,XX,SIN,Singapore Changi Airport (SIN),DXB,Dubai International Airport,SIN-DXB,Active,D-A6921,9.0,28.0,295.0,332.0,262,262,262,17,78.92
504,2025-04-07,Monday,False,April,Q2,2025,Star Air,XX,SIN,Singapore Changi Airport (SIN),DXB,Dubai International Airport,SIN-DXB,Active,D-A6921,9.0,28.0,295.0,332.0,255,255,255,16,76.81
653,2025-04-07,Monday,False,April,Q2,2025,Star Air,XX,SVO,Sheremetyevo International Airport,DXB,Dubai International Airport,SVO-DXB,,,,,,,235,235,235,16,
277,2025-05-05,Monday,False,May,Q2,2025,Star Air,XX,PEW,Bacha Khan International Airport,DXB,Dubai International Airport,PEW-DXB,,,,,,,269,269,269,17,
277,2025-04-07,Monday,False,April,Q2,2025,Star Air,XX,PEW,Bacha Khan International Airport,DXB,Dubai International Airport,PEW-DXB,,,,,,,258,258,258,16,
384,2025-05-05,Monday,False,May,Q2,2025,Star Air,XX,YUL,Montréal–Trudeau International Airport,DXB,Dubai International Airport,YUL-DXB,,,,,,,234,234,479,17,
982,2025-05-05,Monday,False,May,Q2,2025,Star Air,XX,YUL,Montréal–Trudeau International Airport,DXB,Dubai International Airport,YUL-DXB,,,,,,,245,245,479,17,
276,2025-08-17,Sunday,True,August,Q3,2025,Star Air,XX,PEW,Bacha Khan International Airport,DXB,Dubai International Airport,PEW-DXB,,,,,,,242,242,242,16,
924,2025-08-17,Sunday,True,August,Q3,2025,Star Air,XX,DXB,Dubai International Airport,HAN,Noi Bai International Airport,DXB-HAN,Active,D-A3335,7.0,36.0,291.0,334.0,238,238,238,16,71.26
384,2025-04-07,Monday,False,April,Q2,2025,Star Air,XX,YUL,Montréal–Trudeau International Airport,DXB,Dubai International Airport,YUL-DXB,,,,,,,236,236,472,16,
982,2025-04-07,Monday,False,April,Q2,2025,Star Air,XX,YUL,Montréal–Trudeau International Airport,DXB,Dubai International Airport,YUL-DXB,,,,,,,236,236,472,16,
307,2025-08-18,Monday,False,August,Q3,2025,Star Air,XX,BNE,Brisbane Airport (BNE),DXB,Dubai International Airport,BNE-DXB,Active,9V3296,13.0,22.0,299.0,334.0,239,239,239,15,71.56
592,2025-08-17,Sunday,True,August,Q3,2025,Star Air,XX,BNE,Brisbane Airport (BNE),DXB,Dubai International Airport,BNE-DXB,Active,VT7612,8.0,31.0,297.0,336.0,249,249,249,16,74.11
420,2025-08-18,Monday,False,August,Q3,2025,Star Air,XX,CMB,Bandaranaike International Airport (CMB),DXB,Dubai International Airport,CMB-DXB,Active,D-A9861,8.0,24.0,292.0,324.0,250,250,250,15,77.16
767,2025-08-18,Monday,False,August,Q3,2025,Star Air,XX,CCU,Netaji Subhas Chandra Bose International Airport,DXB,Dubai International Airport,CCU-DXB,,,,,,,253,253,253,15,
770,2025-08-17,Sunday,True,August,Q3,2025,Star Air,XX,CDG,Charles de Gaulle Airport (CDG),DXB,Dubai International Airport,CDG-DXB,Active,VT7045,12.0,35.0,290.0,337.0,234,234,234,16,69.44
242,2025-08-17,Sunday,True,August,Q3,2025,Star Air,XX,COK,Cochin International Airport,DXB,Dubai International Airport,COK-DXB,Active,C-F4171,11.0,36.0,293.0,340.0,247,247,743,16,72.65
197,2025-08-17,Sunday,True,August,Q3,2025,Star Air,XX,BHX,Birmingham,DXB,Dubai International Airport,BHX-DXB,,,,,,,252,252,252,16,
106,2025-08-17,Sunday,True,August,Q3,2025,Star Air,XX,COK,Cochin International Airport,DXB,Dubai International Airport,COK-DXB,Active,9V7143,10.0,38.0,295.0,343.0,240,240,743,16,69.97
989,2025-08-17,Sunday,True,August,Q3,2025,Star Air,XX,COK,Cochin International Airport,DXB,Dubai International Airport,COK-DXB,Active,A64903,10.0,26.0,282.0,318.0,256,256,743,16,80.5
926,2025-08-17,Sunday,True,August,Q3,2025,Star Air,XX,CPT,Cape Town International Airport,DXB,Dubai International Airport,CPT-DXB,Active,D-A9092,13.0,37.0,292.0,342.0,252,252,471,16,73.68
667,2025-08-17,Sunday,True,August,Q3,2025,Star Air,XX,CPT,Cape Town International Airport,DXB,Dubai International Airport,CPT-DXB,,,,,,,219,219,471,16,
270,2025-08-17,Sunday,True,August,Q3,2025,Star Air,XX,DXB,Dubai International Airport,BKK,Suvarnabhumi Airport,DXB-BKK,,,,,,,244,244,244,16,
970,2025-08-18,Monday,False,August,Q3,2025,Star Air,XX,DXB,Dubai International Airport,BKK,Suvarnabhumi Airport,DXB-BKK,,,,,,,250,250,250,15,
950,2025-08-18,Monday,False,August,Q3,2025,Star Air,XX,DXB,Dubai International Airport,CDG,Charles de Gaulle Airport (CDG),DXB-CDG,,,,,,,241,241,241,15,
696,2025-08-17,Sunday,True,August,Q3,2025,Star Air,XX,DXB,Dubai International Airport,BNE,Brisbane Airport (BNE),DXB-BNE,,,,,,,254,254,254,16,
339,2025-08-17,Sunday,True,August,Q3,2025,Star Air,XX,DXB,Dubai International Airport,CHC,Christchurch Airport,DXB-CHC,,,,,,,241,241,241,16,
735,2025-08-17,Sunday,True,August,Q3,2025,Star Air,XX,DXB,Dubai International Airport,JNB,Tambo International Airport,DXB-JNB,Active,VT6998,6.0,28.0,298.0,332.0,252,252,252,16,75.9
892,2025-08-18,Monday,False,August,Q3,2025,Star Air,XX,DXB,Dubai International Airport,DFW,Dallas/Fort Worth International Airport (DFW,DXB-DFW,Active,D-A8009,8.0,37.0,292.0,337.0,239,239,239,15,70.92
560,2025-08-18,Monday,False,August,Q3,2025,Star Air,XX,DXB,Dubai International Airport,FRA,Frankfurt Airport (FRA),DXB-FRA,,,,,,,247,247,247,15,
436,2025-08-17,Sunday,True,August,Q3,2025,Star Air,XX,DXB,Dubai International Airport,MEL,Melbourne Airport (MEL),DXB-MEL,,,,,,,245,245,245,16,
847,2025-08-18,Monday,False,August,Q3,2025,Star Air,XX,DXB,Dubai International Airport,DUB,Dublin Airport (DUB),DXB-DUB,,,,,,,249,249,249,15,
772,2025-08-18,Monday,False,August,Q3,2025,Star Air,XX,DXB,Dubai International Airport,MEL,Melbourne Airport (MEL),DXB-MEL,,,,,,,256,256,256,15,
575,2025-08-17,Sunday,True,August,Q3,2025,Star Air,XX,DXB,Dubai International Airport,SIN,Singapore Changi Airport (SIN),DXB-SIN,,,,,,,249,249,249,16,
672,2025-08-18,Monday,False,August,Q3,2025,Star Air,XX,DXB,Dubai International Airport,SYD,Sydney Kingsford Smith Airport (SYD),DXB-SYD,,,,,,,244,244,244,15,
499,2025-08-18,Monday,False,August,Q3,2025,Star Air,XX,HYD,Hyderabad - Rajiv Gandhi International Airport,DXB,Dubai International Airport,HYD-DXB,Active,C-F5692,10.0,32.0,292.0,334.0,274,274,274,15,82.04
404,2025-08-18,Monday,False,August,Q3,2025,Star Air,XX,DXB,Dubai International Airport,YUL,Montréal–Trudeau International Airport,DXB-YUL,Active,9V7174,11.0,23.0,295.0,329.0,245,245,245,15,74.47
195,2025-08-18,Monday,False,August,Q3,2025,Star Air,XX,KHI,Jinnah International Airport,DXB,Dubai International Airport,KHI-DXB,,,,,,,248,248,248,15,
910,2025-08-18,Monday,False,August,Q3,2025,Star Air,XX,MEL,Melbourne Airport (MEL),DXB,Dubai International Airport,MEL-DXB,Active,D-A4924,15.0,29.0,294.0,338.0,248,248,248,15,73.37
709,2025-08-18,Monday,False,August,Q3,2025,Star Air,XX,SIN,Singapore Changi Airport (SIN),DXB,Dubai International Airport,SIN-DXB,Active,A68690,16.0,32.0,296.0,344.0,261,261,261,15,75.87
246,2025-10-13,Monday,False,October,Q4,2025,Star Air,XX,MEL,Melbourne Airport (MEL),DXB,Dubai International Airport,MEL-DXB,Active,C-F3169,14.0,27.0,296.0,337.0,247,247,732,20,73.29
482,2025-11-13,Thursday,False,November,Q4,2025,Star Air,XX,YUL,Montréal–Trudeau International Airport,DXB,Dubai International Airport,YUL-DXB,,,,,,,251,251,952,24,
310,2025-11-13,Thursday,False,November,Q4,2025,Star Air,XX,DXB,Dubai International Airport,IAH,George Bush Intercontinental Airport,DXB-IAH,,,,,,,246,246,246,24,
685,2025-11-13,Thursday,False,November,Q4,2025,Star Air,XX,DXB,Dubai International Airport,LHR,Heathrow Airport,DXB-LHR,,,,,,,246,246,246,24,
653,2025-10-13,Monday,False,October,Q4,2025,Star Air,XX,SVO,Sheremetyevo International Airport,DXB,Dubai International Airport,SVO-DXB,,,,,,,266,266,266,20,
912,2025-10-13,Monday,False,October,Q4,2025,Star Air,XX,COK,Cochin International Airport,DXB,Dubai International Airport,COK-DXB,,,,,,,256,256,256,20,
457,2025-11-13,Thursday,False,November,Q4,2025,Star Air,XX,AKL,Auckland Airport,DXB,Dubai International Airport,AKL-DXB,,,,,,,253,253,253,24,
307,2025-10-13,Monday,False,October,Q4,2025,Star Air,XX,BNE,Brisbane Airport (BNE),DXB,Dubai International Airport,BNE-DXB,Active,9V3296,13.0,22.0,299.0,334.0,244,244,244,20,73.05
420,2025-10-13,Monday,False,October,Q4,2025,Star Air,XX,CMB,Bandaranaike International Airport (CMB),DXB,Dubai International Airport,CMB-DXB,Active,D-A9861,8.0,24.0,292.0,324.0,259,259,259,20,79.94
767,2025-10-13,Monday,False,October,Q4,2025,Star Air,XX,CCU,Netaji Subhas Chandra Bose International Airport,DXB,Dubai International Airport,CCU-DXB,,,,,,,262,262,262,20,
883,2025-11-13,Thursday,False,November,Q4,2025,Star Air,XX,BNE,Brisbane Airport (BNE),DXB,Dubai International Airport,BNE-DXB,Active,VT5475,8.0,27.0,298.0,333.0,232,232,232,24,69.67
478,2025-11-13,Thursday,False,November,Q4,2025,Star Air,XX,COK,Cochin International Airport,DXB,Dubai International Airport,COK-DXB,,,,,,,248,248,248,24,
883,2025-10-13,Monday,False,October,Q4,2025,Star Air,XX,DXB,Dubai International Airport,BNE,Brisbane Airport (BNE),DXB-BNE,,,,,,,242,242,489,20,
233,2025-10-13,Monday,False,October,Q4,2025,Star Air,XX,DXB,Dubai International Airport,BNE,Brisbane Airport (BNE),DXB-BNE,,,,,,,247,247,489,20,
592,2025-11-13,Thursday,False,November,Q4,2025,Star Air,XX,DXB,Dubai International Airport,BNE,Brisbane Airport (BNE),DXB-BNE,,,,,,,243,243,489,24,
153,2025-11-13,Thursday,False,November,Q4,2025,Star Air,XX,DXB,Dubai International Airport,BNE,Brisbane Airport (BNE),DXB-BNE,,,,,,,246,246,489,24,
276,2025-05-28,Wednesday,False,May,Q2,2025,Star Air,XX,DXB,Dubai International Airport,PEW,Bacha Khan International Airport,DXB-PEW,Active,C-F8901,10.0,35.0,292.0,337.0,245,245,458,22,72.7
685,2025-05-01,Thursday,False,May,Q2,2025,Star Air,XX,DXB,Dubai International Airport,LHR,Heathrow Airport,DXB-LHR,,,,,,,219,219,219,24,
310,2025-04-06,Sunday,True,April,Q2,2025,Star Air,XX,IAH,George Bush Intercontinental Airport,DXB,Dubai International Airport,IAH-DXB,Active,C-F1585,12.0,20.0,299.0,331.0,258,258,258,24,77.95
685,2025-05-29,Thursday,False,May,Q2,2025,Star Air,XX,DXB,Dubai International Airport,LHR,Heathrow Airport,DXB-LHR,,,,,,,225,225,225,28,
653,2025-05-01,Thursday,False,May,Q2,2025,Star Air,XX,DXB,Dubai International Airport,SVO,Sheremetyevo International Airport,DXB-SVO,Active,C-F2951,6.0,21.0,294.0,321.0,236,236,236,24,73.52
559,2025-05-28,Wednesday,False,May,Q2,2025,Star Air,XX,LHE,Allama Iqbal International Airport,DXB,Dubai International Airport,LHE-DXB,,,,,,,240,240,478,22,
970,2025-05-29,Thursday,False,May,Q2,2025,Star Air,XX,BKK,Suvarnabhumi Airport,DXB,Dubai International Airport,BKK-DXB,Active,9V9352,16.0,33.0,296.0,345.0,245,245,245,28,71.01
233,2025-05-01,Thursday,False,May,Q2,2025,Star Air,XX,BNE,Brisbane Airport (BNE),DXB,Dubai International Airport,BNE-DXB,Active,9V3030,8.0,27.0,299.0,334.0,252,252,252,24,75.45
457,2025-05-01,Thursday,False,May,Q2,2025,Star Air,XX,AKL,Auckland Airport,DXB,Dubai International Airport,AKL-DXB,,,,,,,232,232,232,24,
153,2025-04-06,Sunday,True,April,Q2,2025,Star Air,XX,BNE,Brisbane Airport (BNE),DXB,Dubai International Airport,BNE-DXB,Active,C-F2358,6.0,36.0,296.0,338.0,246,246,246,24,72.78
970,2025-05-01,Thursday,False,May,Q2,2025,Star Air,XX,BKK,Suvarnabhumi Airport,DXB,Dubai International Airport,BKK-DXB,Active,9V9352,16.0,33.0,296.0,345.0,234,234,234,24,67.83
270,2025-05-28,Wednesday,False,May,Q2,2025,Star Air,XX,BKK,Suvarnabhumi Airport,DXB,Dubai International Airport,BKK-DXB,,,,,,,236,236,236,22,
106,2025-04-06,Sunday,True,April,Q2,2025,Star Air,XX,COK,Cochin International Airport,DXB,Dubai International Airport,COK-DXB,Active,9V7143,10.0,38.0,295.0,343.0,248,248,712,24,72.3
242,2025-04-06,Sunday,True,April,Q2,2025,Star Air,XX,COK,Cochin International Airport,DXB,Dubai International Airport,COK-DXB,Active,C-F4171,11.0,36.0,293.0,340.0,227,227,712,24,66.76
574,2025-04-06,Sunday,True,April,Q2,2025,Star Air,XX,LGW,London Gatwick Airport,DXB,Dubai International Airport,LGW-DXB,,,,,,,249,249,249,24,
989,2025-04-06,Sunday,True,April,Q2,2025,Star Air,XX,COK,Cochin International Airport,DXB,Dubai International Airport,COK-DXB,Active,A64903,10.0,26.0,282.0,318.0,237,237,712,24,74.53
405,2025-05-28,Wednesday,False,May,Q2,2025,Star Air,XX,CCU,Netaji Subhas Chandra Bose International Airport,DXB,Dubai International Airport,CCU-DXB,,,,,,,237,237,237,22,
192,2025-05-29,Thursday,False,May,Q2,2025,Star Air,XX,CHC,Christchurch Airport,DXB,Dubai International Airport,CHC-DXB,Active,A65154,8.0,24.0,295.0,327.0,227,227,227,28,69.42
457,2025-04-06,Sunday,True,April,Q2,2025,Star Air,XX,DXB,Dubai International Airport,AKL,Auckland Airport,DXB-AKL,,,,,,,260,260,260,24,
950,2025-05-01,Thursday,False,May,Q2,2025,Star Air,XX,CDG,Charles de Gaulle Airport (CDG),DXB,Dubai International Airport,CDG-DXB,Active,A67616,6.0,30.0,291.0,327.0,218,218,218,24,66.67
478,2025-05-01,Thursday,False,May,Q2,2025,Star Air,XX,COK,Cochin International Airport,DXB,Dubai International Airport,COK-DXB,,,,,,,260,260,520,24,
524,2025-05-01,Thursday,False,May,Q2,2025,Star Air,XX,COK,Cochin International Airport,DXB,Dubai International Airport,COK-DXB,,,,,,,260,260,520,24,
480,2025-04-06,Sunday,True,April,Q2,2025,Star Air,XX,CCU,Netaji Subhas Chandra Bose International Airport,DXB,Dubai International Airport,CCU-DXB,Active,C-F7281,7.0,21.0,293.0,321.0,236,236,236,24,73.52
524,2025-05-29,Thursday,False,May,Q2,2025,Star Air,XX,COK,Cochin International Airport,DXB,Dubai International Airport,COK-DXB,,,,,,,231,231,469,28,
478,2025-05-29,Thursday,False,May,Q2,2025,Star Air,XX,COK,Cochin International Airport,DXB,Dubai International Airport,COK-DXB,,,,,,,238,238,469,28,
233,2025-05-29,Thursday,False,May,Q2,2025,Star Air,XX,BNE,Brisbane Airport (BNE),DXB,Dubai International Airport,BNE-DXB,Active,9V3030,8.0,27.0,299.0,334.0,254,254,254,28,76.05
