Flight_Date,month_name,quarter_label,year,Carrier_Name,Carrier_Code,Flight_no,Route,Origin_Airport_Name,Destination_Airport_Name,Flight_Details_Flag,Flight_Status,Carrier_Type,Passenger_Count,Coupon_Count,First_Class_Seats,Business_Class_Seats,Economy_Class_Seats,Total_Seats,Load_Factor_Pct,Starair_Revenue_AED,Starair_Net_Revenue_AED,Starair_Commission_AED,Starair_Discount_AED,Starair_Tax_AED,Starair_Tickets_Sold,Inward_Billed_Amount,Inward_Billed_Commission,Inward_Accepted_Amount,Inward_Accepted_Commission,Inward_Rejected_Amount,Inward_Rejected_Commission,Inward_Ticket_Count,Inward_Acceptance_Rate_Pct,Settlement_Sale_Value,Settlement_Billing_Value,Settlement_Invoice_Count,Settlement_Ticket_Count,Settlement_Variance
2026-01-08,January,Q1,2026,Star Air,XX,545,DXB-CCU,Dubai International Airport,Netaji Subhas Chandra Bose International Airport,Not Available,null,Star Air,247,247,null,null,null,0,null,null,null,null,null,null,null,748355.00,44901.30,631540.08,37892.49,116814.92,7008.81,1709,84.39,81465213.00,81465213.00,1022,1544,0.00
2026-02-07,February,Q1,2026,Star Air,XX,815,MRU-DXB,Sir Seewoosagur Ramgoolam International Airport,Dubai International Airport,Not Available,null,Star Air,251,251,null,null,null,0,null,null,null,null,null,null,null,1132445.00,67946.70,961415.72,57684.79,171029.28,10261.91,1678,84.90,97728505.00,97728505.00,992,1487,0.00
2025-11-23,November,Q4,2025,Star Air,XX,629,MIL-DXB,Milan–Malpensa Airport,Dubai International Airport,Available,Active,Star Air,224,224,15,38,288,341,65.69,272360.48052400,246473.4075912,16341.62883144,9545.44410200,21788.40529723,224,1825380.00,109522.80,1540717.61,92442.86,284662.39,17079.94,2204,84.41,87284880.00,87284880.00,1177,2010,0.00
2026-02-01,February,Q1,2026,Star Air,XX,436,DXB-MEL,Dubai International Airport,Melbourne Airport (MEL),Not Available,null,Star Air,243,243,null,null,null,0,null,null,null,null,null,null,null,1245755.00,74745.30,1051120.01,63067.16,194634.99,11678.14,2166,84.38,114744130.00,114744130.00,1016,1528,0.00
2026-03-25,March,Q1,2026,Star Air,XX,672,SYD-DXB,Sydney Kingsford Smith Airport (SYD),Dubai International Airport,Available,Active,Star Air,251,251,10,23,299,332,75.60,655491.58181500,605914.9571449,39329.49490890,10247.12976100,117988.54878874,251,460730.00,27643.80,388652.55,23319.21,72077.46,4324.59,1241,84.36,49018029.00,49018029.00,760,1061,0.00
2025-02-11,February,Q1,2025,Star Air,XX,301,ADD-DXB,Addis Ababa Bole International Airport,Dubai International Airport,Not Available,null,Star Air,237,237,null,null,null,0,null,null,null,null,null,null,null,1480840.00,88850.40,1255399.22,75323.87,225440.78,13526.53,2819,84.78,101367223.00,101367223.00,1527,2864,0.00
2025-02-19,February,Q1,2025,Star Air,XX,781,LHE-DXB,Allama Iqbal International Airport,Dubai International Airport,Not Available,null,Star Air,258,258,null,null,null,0,null,null,null,null,null,null,null,2020580.00,121234.80,1712453.90,102747.02,308126.10,18487.78,3093,84.75,137939202.00,137939202.00,1558,2942,0.00
2025-04-05,April,Q2,2025,Star Air,XX,811,BNE-DXB,Brisbane Airport (BNE),Dubai International Airport,Not Available,null,Star Air,235,235,null,null,null,0,null,null,null,null,null,null,null,839500.00,50370.00,710072.98,42604.28,129427.02,7765.72,1606,84.58,80602051.00,80602051.00,1499,2693,0.00
2025-05-18,May,Q2,2025,Star Air,XX,433,KHI-DXB,Jinnah International Airport,Dubai International Airport,Not Available,null,Star Air,190,190,null,null,null,0,null,null,null,null,null,null,null,1910070.00,114604.20,1609862.03,96591.75,300207.97,18012.45,2121,84.28,716447105.00,716447105.00,3762,13944,0.00
2026-02-26,February,Q1,2026,Star Air,XX,446,YUL-DXB,Montréal–Trudeau International Airport,Dubai International Airport,Not Available,null,Star Air,251,251,null,null,null,0,null,null,null,null,null,null,null,1323250.00,79395.00,1118946.34,67136.58,204303.67,12258.42,2424,84.56,61987680.00,61987680.00,918,1419,0.00
2025-04-30,April,Q2,2025,Star Air,XX,781,LHE-DXB,Allama Iqbal International Airport,Dubai International Airport,Not Available,null,Star Air,246,246,null,null,null,0,null,null,null,null,null,null,null,1583975.00,95038.50,1330978.51,76189.32,252996.49,18849.18,1986,84.03,110613789.00,110613789.00,1308,2152,0.00
2025-06-19,June,Q2,2025,Star Air,XX,702,YUL-DXB,Montréal–Trudeau International Airport,Dubai International Airport,Not Available,null,Star Air,247,247,null,null,null,0,null,null,null,null,null,null,null,1270250.00,76215.00,1075421.38,64196.73,194828.62,12018.27,2206,84.66,665958959.00,665958959.00,3466,11732,0.00
2025-03-18,March,Q1,2025,Star Air,XX,623,LHE-DXB,Allama Iqbal International Airport,Dubai International Airport,Not Available,null,Star Air,260,260,null,null,null,0,null,null,null,null,null,null,null,1108585.00,66515.10,937895.13,56273.55,170689.87,10241.55,2282,84.60,138187590.00,138187590.00,1481,2678,0.00
2025-06-26,June,Q2,2025,Star Air,XX,342,DXB-ORD,Dubai International Airport,O'Hare International Airport (ORD),Not Available,null,Star Air,203,203,null,null,null,0,null,null,null,null,null,null,null,1112115.00,66726.90,938490.04,49892.86,173624.96,16834.04,1480,84.39,525186909.00,525186909.00,3419,11413,0.00
2025-04-03,April,Q2,2025,Star Air,XX,847,DUB-DXB,Dublin Airport (DUB),Dubai International Airport,Available,Active,Star Air,250,250,12,31,298,341,73.31,295432.85270100,271559.7245416,17725.97116206,6147.15699800,32496.12192076,200,726920.00,43615.20,616399.27,37016.27,110520.73,6598.93,1161,84.80,194706500.00,194706500.00,1436,2647,0.00
2025-02-16,February,Q1,2025,Star Air,XX,457,DXB-AKL,Dubai International Airport,Auckland Airport,Not Available,null,Star Air,263,263,null,null,null,0,null,null,null,null,null,null,null,2097090.00,125825.40,1774072.65,106444.16,323017.35,19381.24,2696,84.60,124945783.00,124945783.00,1536,2751,0.00
2025-05-06,May,Q2,2025,Star Air,XX,328,MIL-DXB,Milan–Malpensa Airport,Dubai International Airport,Not Available,null,Star Air,237,237,null,null,null,0,null,null,null,null,null,null,null,1523270.00,91396.20,1291999.65,77346.47,231270.35,14049.73,2585,84.82,372104324.00,372104324.00,2386,5948,0.00
2025-09-10,September,Q3,2025,Star Air,XX,559,LHE-DXB,Allama Iqbal International Airport,Dubai International Airport,Not Available,null,Star Air,258,258,null,null,null,0,null,null,null,null,null,null,null,1578140.00,94688.40,1337050.90,80222.62,241089.11,14465.78,2488,84.72,570000826.00,570000826.00,3248,10158,0.00
2025-08-27,August,Q3,2025,Star Air,XX,222,YUL-DXB,Montréal–Trudeau International Airport,Dubai International Airport,Not Available,null,Star Air,251,251,null,null,null,0,null,null,null,null,null,null,null,1060930.00,63655.80,899876.07,53992.59,161053.94,9663.21,1473,84.82,485752297.00,485752297.00,3174,9718,0.00
2026-01-10,January,Q1,2026,Star Air,XX,819,BOM-DXB,Chhatrapati Shivaji Maharaj International Airport,Dubai International Airport,Available,Active,Star Air,253,253,6,30,290,326,77.61,229482.77438200,212496.9009545,13768.96646292,3216.90696400,20653.46345901,253,1311265.00,78675.90,1112034.91,66722.11,199230.09,11953.79,2144,84.81,86115398.00,86115398.00,992,1533,0.00
2025-02-23,February,Q1,2025,Star Air,XX,685,LHR-DXB,Heathrow Airport,Dubai International Airport,Available,Active,Star Air,246,246,12,27,291,330,74.55,408934.60276500,372732.6095953,24536.07616590,11665.91700300,36799.46060771,246,1776745.00,106604.70,1506177.02,90370.53,270567.98,16234.17,2748,84.77,159232254.00,159232254.00,1506,2774,0.00
2025-08-26,August,Q3,2025,Star Air,XX,225,DFW-DXB,Dallas/Fort Worth International Airport (DFW,Dubai International Airport,Available,Active,Star Air,231,231,9,40,297,346,66.76,1057492.61311600,978248.2554018,63449.55678696,15794.80092600,95174.45498893,231,648795.00,38927.70,548186.39,32891.25,100608.61,6036.45,1215,84.49,510512329.00,510512329.00,3063,9416,0.00
2025-08-31,August,Q3,2025,Star Air,XX,339,DXB-CHC,Dubai International Airport,Christchurch Airport,Not Available,null,Star Air,235,235,null,null,null,0,null,null,null,null,null,null,null,1463170.00,87790.20,1233925.49,74035.59,229244.51,13754.61,1934,84.33,480451904.00,480451904.00,3217,9961,0.00
2025-07-15,July,Q3,2025,Star Air,XX,818,CCU-DXB,Netaji Subhas Chandra Bose International Airport,Dubai International Airport,Available,Active,Star Air,260,260,8,28,296,332,78.31,360603.00000000,334143.8200000,21636.18000000,4823.00000000,43272.02000000,258,1377680.00,82660.80,1163447.38,69806.92,214232.62,12853.88,2213,84.45,462290268.00,462290268.00,3215,10229,0.00
2026-01-31,January,Q1,2026,Star Air,XX,811,BNE-DXB,Brisbane Airport (BNE),Dubai International Airport,Not Available,null,Star Air,267,267,null,null,null,0,null,null,null,null,null,null,null,1525480.00,91528.80,1287959.14,77277.50,237520.86,14251.30,2454,84.43,87862950.00,87862950.00,993,1491,0.00
2025-12-14,December,Q4,2025,Star Air,XX,433,KHI-DXB,Jinnah International Airport,Dubai International Airport,Not Available,null,Star Air,265,265,null,null,null,0,null,null,null,null,null,null,null,1681505.00,100890.30,1422671.28,85360.00,258833.72,15530.30,2631,84.61,88377902.00,88377902.00,1154,1879,0.00
2026-02-15,February,Q1,2026,Star Air,XX,722,BNE-DXB,Brisbane Airport (BNE),Dubai International Airport,Available,Active,Star Air,244,244,7,32,296,335,72.84,427833.15147100,395786.6247701,25669.98908826,6376.53761000,81285.48168435,244,923785.00,55427.10,784274.92,47056.38,139510.08,8370.72,1445,84.90,74714710.00,74714710.00,967,1464,0.00
2025-01-26,January,Q1,2025,Star Air,XX,478,DXB-COK,Dubai International Airport,Cochin International Airport,Available,Active,Star Air,245,245,6,33,286,325,75.38,202340.00000000,187623.6000000,12140.40000000,2576.00000000,24281.21000000,245,1713285.00,102797.10,1452689.77,87161.35,260595.23,15635.75,2565,84.79,111464129.00,111464129.00,1573,2990,0.00
2025-04-02,April,Q2,2025,Star Air,XX,576,YUL-DXB,Montréal–Trudeau International Airport,Dubai International Airport,Not Available,null,Star Air,234,234,null,null,null,0,null,null,null,null,null,null,null,1032240.00,61934.40,874327.67,52561.89,157912.34,9372.51,1935,84.70,122474459.00,122474459.00,1457,2635,0.00
2025-08-27,August,Q3,2025,Star Air,XX,542,DXB-ORD,Dubai International Airport,O'Hare International Airport (ORD),Not Available,null,Star Air,252,252,null,null,null,0,null,null,null,null,null,null,null,1060930.00,63655.80,899876.07,53992.59,161053.94,9663.21,1473,84.82,485752297.00,485752297.00,3174,9718,0.00
2025-03-05,March,Q1,2025,Star Air,XX,405,CCU-DXB,Netaji Subhas Chandra Bose International Airport,Dubai International Airport,Not Available,null,Star Air,246,246,null,null,null,0,null,null,null,null,null,null,null,1484115.00,89046.90,1254983.78,75298.87,229131.22,13748.03,2036,84.56,64063180.00,64063180.00,1513,2868,0.00
2025-02-28,February,Q1,2025,Star Air,XX,771,BKK-DXB,Suvarnabhumi Airport,Dubai International Airport,Not Available,null,Star Air,268,268,null,null,null,0,null,null,null,null,null,null,null,641365.00,38481.90,541852.99,32511.19,99512.01,5970.71,1541,84.48,112788549.00,112788549.00,1550,2858,0.00
2025-06-06,June,Q2,2025,Star Air,XX,817,SIN-DXB,Singapore Changi Airport (SIN),Dubai International Airport,Available,Active,Star Air,248,248,8,28,296,332,74.70,322442.90884900,298064.1321034,19346.57453094,5032.20221300,38694.17828883,248,992575.00,59554.50,838545.13,50312.59,154029.87,9241.91,1742,84.48,662189911.00,662189911.00,3608,13001,0.00
2025-11-20,November,Q4,2025,Star Air,XX,153,DXB-BNE,Dubai International Airport,Brisbane Airport (BNE),Not Available,null,Star Air,243,243,null,null,null,0,null,null,null,null,null,null,null,1323435.00,79406.10,1116661.83,66999.48,206773.17,12406.62,1909,84.38,120204279.00,120204279.00,1213,1992,0.00
2025-12-27,December,Q4,2025,Star Air,XX,551,MAA-DXB,Chennai International Airport,Dubai International Airport,Available,Active,Star Air,248,248,9,24,294,327,75.84,201004.70965300,187309.3867141,12060.28257918,1635.04036000,22110.32102582,248,1856685.00,111401.10,1569781.51,94186.65,286903.49,17214.45,3449,84.55,126413113.00,126413113.00,1142,1805,0.00
2025-05-11,May,Q2,2025,Star Air,XX,770,CDG-DXB,Charles de Gaulle Airport (CDG),Dubai International Airport,Available,Active,Star Air,236,236,12,35,290,337,70.03,713171.29254400,660746.1824819,42790.27755264,9634.83251000,64185.53499459,236,1543755.00,92625.30,1306942.08,78416.59,236812.92,14208.71,1899,84.66,354527005.00,354527005.00,3120,9514,0.00
2025-08-28,August,Q3,2025,Star Air,XX,524,COK-DXB,Cochin International Airport,Dubai International Airport,Not Available,null,Star Air,221,221,null,null,null,0,null,null,null,null,null,null,null,1372710.00,82362.60,1162139.77,69728.49,210570.23,12634.11,2418,84.66,384030629.00,384030629.00,3138,9729,0.00
2025-08-26,August,Q3,2025,Star Air,XX,567,DXB-SYD,Dubai International Airport,Sydney Kingsford Smith Airport (SYD),Not Available,null,Star Air,244,244,null,null,null,0,null,null,null,null,null,null,null,648795.00,38927.70,548186.39,32891.25,100608.61,6036.45,1215,84.49,510512329.00,510512329.00,3063,9416,0.00
2025-11-15,November,Q4,2025,Star Air,XX,658,DXB-CHC,Dubai International Airport,Christchurch Airport,Available,Active,Star Air,245,245,14,37,295,346,70.81,236003.00000000,219325.8200000,14160.18000000,2517.00000000,40120.91000000,245,1318430.00,79105.80,1110461.15,66627.79,207968.85,12478.01,2185,84.23,202315201.00,202315201.00,2285,5660,0.00
2025-05-24,May,Q2,2025,Star Air,XX,139,DXB-CPT,Dubai International Airport,Cape Town International Airport,Available,Active,Star Air,248,248,13,40,293,346,71.68,614483.00000000,569496.0200000,36868.98000000,8118.00000000,67592.61000000,248,1236995.00,74219.70,1047729.19,61695.09,189265.81,12524.61,2394,84.70,810754763.00,810754763.00,3949,15105,0.00
2025-08-20,August,Q3,2025,Star Air,XX,793,DXB-PEW,Dubai International Airport,Bacha Khan International Airport,Not Available,null,Star Air,246,246,null,null,null,0,null,null,null,null,null,null,null,857380.00,51442.80,723369.69,43402.27,134010.33,8040.53,1717,84.37,509626145.00,509626145.00,3114,9454,0.00
2025-12-23,December,Q4,2025,Star Air,XX,651,MIL-DXB,Milan–Malpensa Airport,Dubai International Airport,Not Available,null,Star Air,247,247,null,null,null,0,null,null,null,null,null,null,null,1215350.00,72921.00,1027482.77,61648.90,187867.23,11272.10,2680,84.54,83736453.00,83736453.00,1101,1795,0.00
2025-12-31,December,Q4,2025,Star Air,XX,369,SYD-DXB,Sydney Kingsford Smith Airport (SYD),Dubai International Airport,Available,Active,Star Air,235,235,8,23,289,320,73.44,509220.55483000,465477.9768244,30553.23328980,13189.34471600,91657.85904087,235,1444020.00,86641.20,1215399.76,72923.85,228620.24,13717.35,2139,84.17,71212687.00,71212687.00,1156,1818,0.00
2025-05-07,May,Q2,2025,Star Air,XX,597,SIN-DXB,Singapore Changi Airport (SIN),Dubai International Airport,Available,Active,Star Air,245,245,10,40,295,345,71.01,359933.04735300,331904.1274249,21595.98284118,6432.93708700,43191.36615823,245,986430.00,59185.80,836082.15,48251.62,150347.85,10934.18,1231,84.76,412241102.00,412241102.00,2646,6703,0.00
2025-05-17,May,Q2,2025,Star Air,XX,637,SYD-DXB,Sydney Kingsford Smith Airport (SYD),Dubai International Airport,Available,Active,Star Air,240,240,8,34,289,331,72.51,695505.60194800,646222.1495541,41730.33611688,7553.11627700,125193.07956039,240,1641790.00,98507.40,1387684.56,82459.21,254105.44,16048.19,2456,84.52,668782234.00,668782234.00,3747,13230,0.00
2025-11-16,November,Q4,2025,Star Air,XX,719,BOM-DXB,Chhatrapati Shivaji Maharaj International Airport,Dubai International Airport,Available,Active,Star Air,242,242,7,25,298,330,73.33,221849.55160600,206771.9929245,13310.97309636,1766.58558500,24403.46968246,242,1212380.00,72742.80,1027377.65,61642.62,185002.35,11100.18,1931,84.74,234350140.00,234350140.00,2120,4720,0.00
2025-03-07,March,Q1,2025,Star Air,XX,825,COK-DXB,Cochin International Airport,Dubai International Airport,Available,Active,Star Air,236,236,10,32,291,333,70.87,211462.35448400,195932.0501254,12687.74126904,2842.56308900,19031.47965800,236,840415.00,50424.90,709275.47,42556.69,131139.53,7868.21,1791,84.40,211359222.00,211359222.00,1469,2777,0.00
2025-06-17,June,Q2,2025,Star Air,XX,301,ADD-DXB,Addis Ababa Bole International Airport,Dubai International Airport,Not Available,null,Star Air,238,238,null,null,null,0,null,null,null,null,null,null,null,790975.00,47458.50,669395.06,40237.55,121579.94,7220.95,1698,84.63,629762979.00,629762979.00,3459,11784,0.00
2025-05-13,May,Q2,2025,Star Air,XX,680,YUL-DXB,Montréal–Trudeau International Airport,Dubai International Airport,Not Available,null,Star Air,230,230,null,null,null,0,null,null,null,null,null,null,null,739865.00,44391.90,622577.78,36952.48,117287.23,7439.42,1420,84.15,492757067.00,492757067.00,3316,10587,0.00
2026-03-07,March,Q1,2026,Star Air,XX,399,DXB-YUL,Dubai International Airport,Montréal–Trudeau International Airport,Available,Active,Star Air,234,234,16,38,300,354,66.10,204421.00000000,188924.7400000,12265.26000000,3231.00000000,20442.38000000,234,1440305.00,86418.30,1213948.05,72836.81,226356.95,13581.49,2372,84.28,63579242.00,63579242.00,865,1291,0.00
2026-03-26,March,Q1,2026,Star Air,XX,348,DXB-BNE,Dubai International Airport,Brisbane Airport (BNE),Not Available,null,Star Air,248,248,null,null,null,0,null,null,null,null,null,null,null,1065770.00,63946.20,900496.16,54029.62,165273.84,9916.58,2191,84.49,27680537.00,27680537.00,747,1058,0.00
2026-02-17,February,Q1,2026,Star Air,XX,706,SYD-DXB,Sydney Kingsford Smith Airport (SYD),Dubai International Airport,Not Available,null,Star Air,250,250,null,null,null,0,null,null,null,null,null,null,null,764110.00,45846.60,648655.51,38919.32,115454.49,6927.28,1473,84.89,75840673.00,75840673.00,1010,1502,0.00
2025-11-22,November,Q4,2025,Star Air,XX,386,MIL-DXB,Milan–Malpensa Airport,Dubai International Airport,Not Available,null,Star Air,242,242,null,null,null,0,null,null,null,null,null,null,null,1601825.00,96109.50,1358827.76,81529.42,242997.24,14580.08,2385,84.83,72265001.00,72265001.00,1194,1955,0.00
2025-01-18,January,Q1,2025,Star Air,XX,819,BOM-DXB,Chhatrapati Shivaji Maharaj International Airport,Dubai International Airport,Available,Active,Star Air,259,259,6,30,290,326,79.45,219064.19867200,202131.3642360,13143.85192032,3788.98251600,19715.81576702,259,1165055.00,69903.30,986538.73,59192.11,178516.27,10711.19,2268,84.68,141024449.00,141024449.00,1547,2945,0.00
2025-03-30,March,Q1,2025,Star Air,XX,478,DXB-COK,Dubai International Airport,Cochin International Airport,Available,Active,Star Air,247,247,6,33,286,325,76.00,207625.00000000,192801.5000000,12457.50000000,2366.00000000,24914.21000000,247,1404770.00,84286.20,1188414.00,71304.81,216356.00,12981.39,2649,84.60,314590588.00,314590588.00,1419,2610,0.00
2025-04-23,April,Q2,2025,Star Air,XX,819,DXB-BOM,Dubai International Airport,Chhatrapati Shivaji Maharaj International Airport,Not Available,null,Star Air,232,232,null,null,null,0,null,null,null,null,null,null,null,1125160.00,67509.60,953196.60,55527.74,171963.41,11981.86,1226,84.72,164697113.00,164697113.00,1325,2332,0.00
2025-05-18,May,Q2,2025,Star Air,XX,436,DXB-MEL,Dubai International Airport,Melbourne Airport (MEL),Not Available,null,Star Air,250,250,null,null,null,0,null,null,null,null,null,null,null,1910070.00,114604.20,1609862.03,96591.75,300207.97,18012.45,2121,84.28,716447105.00,716447105.00,3762,13944,0.00
